order_status,count,customer_city,date
delivered,1,abadia dos dourados,2017-09-02
delivered,1,abadia dos dourados,2018-03-02
delivered,1,abadia dos dourados,2018-07-02
delivered,1,abadiania,2018-01-28
delivered,1,abaete,2017-02-17
delivered,1,abaete,2017-05-05
delivered,1,abaete,2017-07-15
delivered,1,abaete,2017-07-31
delivered,1,abaete,2017-08-31
delivered,1,abaete,2017-11-20
delivered,1,abaete,2017-11-23
delivered,1,abaete,2018-03-05
delivered,1,abaete,2018-03-27
delivered,1,abaete,2018-06-01
delivered,1,abaete,2018-06-28
delivered,1,abaete,2018-08-20
delivered,1,abaetetuba,2017-04-03
delivered,1,abaetetuba,2017-06-01
delivered,1,abaetetuba,2017-09-05
delivered,1,abaetetuba,2017-12-01
delivered,1,abaetetuba,2018-03-10
delivered,1,abaetetuba,2018-03-22
delivered,1,abaetetuba,2018-04-18
delivered,1,abaetetuba,2018-05-16
delivered,1,abaetetuba,2018-07-16
delivered,1,abaetetuba,2018-08-01
delivered,1,abaetetuba,2018-08-03
delivered,1,abaiara,2017-11-24
delivered,1,abaiara,2018-05-11
delivered,1,abaira,2018-05-01
delivered,1,abaira,2018-08-06
delivered,1,abare,2017-08-16
delivered,1,abare,2018-05-09
delivered,1,abatia,2017-10-31
delivered,1,abatia,2017-11-26
delivered,1,abatia,2018-04-21
delivered,1,abdon batista,2017-04-18
delivered,1,abelardo luz,2017-05-15
delivered,1,abelardo luz,2017-09-29
delivered,1,abelardo luz,2017-11-22
delivered,1,abelardo luz,2017-11-29
delivered,1,abelardo luz,2018-06-23
delivered,1,abelardo luz,2018-08-01
delivered,1,abrantes,2018-03-26
shipped,1,abrantes,2017-10-26
canceled,1,abre campo,2017-12-06
delivered,1,abre campo,2017-06-09
delivered,1,abre campo,2017-09-01
delivered,1,abre campo,2017-11-29
delivered,1,abre campo,2017-12-06
delivered,1,abre campo,2017-12-14
delivered,1,abreu e lima,2017-05-14
delivered,1,abreu e lima,2017-05-15
delivered,1,abreu e lima,2017-06-07
delivered,1,abreu e lima,2017-12-06
delivered,1,abreu e lima,2017-12-12
delivered,1,abreu e lima,2018-01-19
delivered,1,abreu e lima,2018-02-01
delivered,1,abreu e lima,2018-02-07
delivered,1,abreu e lima,2018-02-15
delivered,1,abreu e lima,2018-06-25
delivered,1,abreu e lima,2018-07-22
delivered,1,acaiaca,2017-08-04
delivered,1,acaiaca,2018-07-04
delivered,1,acailandia,2017-04-13
delivered,1,acailandia,2017-06-25
delivered,1,acailandia,2017-09-04
delivered,1,acailandia,2017-11-24
delivered,1,acailandia,2018-04-25
delivered,1,acailandia,2018-06-23
delivered,1,acailandia,2018-07-31
delivered,1,acajutiba,2018-05-29
delivered,1,acarau,2017-03-11
delivered,1,acarau,2017-08-25
delivered,1,acarau,2017-10-26
delivered,1,acarau,2017-11-25
delivered,1,acarau,2018-01-28
delivered,1,acarau,2018-01-29
delivered,1,acarau,2018-03-22
delivered,1,acarau,2018-08-04
delivered,1,acari,2018-05-26
delivered,1,acegua,2018-03-23
delivered,1,acegua,2018-06-04
delivered,1,acopiara,2017-05-29
delivered,1,acopiara,2017-06-13
delivered,1,acopiara,2018-01-08
delivered,1,acopiara,2018-01-09
delivered,1,acopiara,2018-02-17
delivered,1,acopiara,2018-03-26
delivered,1,acopiara,2018-04-07
delivered,1,acreuna,2017-10-10
delivered,1,acreuna,2018-01-31
delivered,1,acreuna,2018-03-18
delivered,1,acreuna,2018-03-21
delivered,1,acreuna,2018-04-08
delivered,1,acreuna,2018-06-07
delivered,1,acreuna,2018-06-10
delivered,1,acu,2017-05-05
delivered,1,acu,2017-12-12
shipped,1,acu,2018-01-26
delivered,1,acucena,2017-05-22
delivered,1,adamantina,2017-05-01
delivered,1,adamantina,2017-05-18
delivered,1,adamantina,2017-07-06
delivered,1,adamantina,2017-07-13
delivered,1,adamantina,2017-08-10
delivered,1,adamantina,2017-09-04
delivered,1,adamantina,2017-09-19
delivered,1,adamantina,2017-10-09
delivered,1,adamantina,2017-11-01
delivered,1,adamantina,2017-11-19
delivered,1,adamantina,2017-11-24
delivered,1,adamantina,2017-12-07
delivered,1,adamantina,2017-12-26
delivered,1,adamantina,2017-12-29
delivered,1,adamantina,2018-01-12
delivered,1,adamantina,2018-02-03
delivered,1,adamantina,2018-02-05
delivered,1,adamantina,2018-02-06
delivered,1,adamantina,2018-02-07
delivered,1,adamantina,2018-02-16
delivered,1,adamantina,2018-02-17
delivered,1,adamantina,2018-02-25
delivered,1,adamantina,2018-03-14
delivered,1,adamantina,2018-03-17
delivered,1,adamantina,2018-03-31
delivered,1,adamantina,2018-04-19
delivered,2,adamantina,2018-05-10
delivered,1,adamantina,2018-05-20
delivered,1,adamantina,2018-05-24
delivered,1,adamantina,2018-06-11
delivered,1,adamantina,2018-06-20
delivered,1,adamantina,2018-06-26
delivered,1,adamantina,2018-08-01
delivered,1,adamantina,2018-08-05
shipped,1,adamantina,2017-11-18
delivered,1,adhemar de barros,2017-11-17
delivered,1,adolfo,2017-03-19
delivered,1,adolfo,2017-09-04
delivered,1,adolfo,2017-11-24
delivered,1,adolfo,2018-01-20
delivered,1,adolfo,2018-05-15
delivered,1,adrianopolis,2017-05-29
delivered,1,adustina,2018-08-02
delivered,1,afogados da ingazeira,2017-03-31
delivered,1,afogados da ingazeira,2017-05-08
delivered,1,afogados da ingazeira,2017-08-30
delivered,1,afogados da ingazeira,2017-09-15
delivered,1,afogados da ingazeira,2018-02-12
delivered,1,afogados da ingazeira,2018-02-22
delivered,1,afogados da ingazeira,2018-06-17
delivered,1,afogados da ingazeira,2018-07-25
delivered,1,afonso claudio,2017-02-23
delivered,1,afonso claudio,2017-03-08
delivered,1,afonso claudio,2017-07-04
delivered,1,afonso claudio,2017-08-24
delivered,1,afonso claudio,2017-08-29
delivered,1,afonso claudio,2017-09-02
delivered,1,afonso claudio,2017-11-30
delivered,1,afonso claudio,2018-01-01
delivered,1,afonso claudio,2018-01-11
delivered,1,afonso claudio,2018-03-14
delivered,1,afonso claudio,2018-05-11
delivered,1,afranio,2018-07-09
delivered,1,afranio,2018-08-02
delivered,1,agisse,2017-09-27
delivered,1,agrestina,2017-10-26
delivered,1,agrolandia,2018-05-25
delivered,1,agronomica,2017-02-20
delivered,1,agronomica,2018-01-10
delivered,1,agua boa,2017-01-28
delivered,1,agua boa,2017-05-05
delivered,1,agua boa,2017-05-08
delivered,1,agua boa,2017-06-13
delivered,1,agua boa,2017-07-22
delivered,1,agua boa,2017-08-25
delivered,1,agua boa,2017-09-19
delivered,2,agua boa,2017-09-25
delivered,1,agua boa,2017-09-26
delivered,1,agua boa,2017-10-27
delivered,1,agua boa,2017-12-15
delivered,1,agua boa,2018-02-14
delivered,1,agua boa,2018-05-02
delivered,1,agua boa,2018-05-12
delivered,1,agua boa,2018-06-06
delivered,2,agua boa,2018-06-19
delivered,1,agua branca,2017-07-19
delivered,1,agua branca,2018-01-23
delivered,1,agua branca,2018-01-26
delivered,1,agua branca,2018-02-26
delivered,1,agua branca,2018-08-03
delivered,1,agua clara,2017-08-01
delivered,1,agua clara,2018-01-06
delivered,1,agua comprida,2017-08-18
delivered,1,agua comprida,2018-07-06
delivered,1,agua doce,2018-08-23
delivered,1,agua doce do norte,2017-04-05
delivered,1,agua doce do norte,2018-01-08
delivered,1,agua doce do norte,2018-04-09
delivered,1,agua doce do norte,2018-07-11
delivered,1,agua fria de goias,2017-12-18
delivered,1,agua limpa,2018-03-16
delivered,1,agua nova,2017-08-24
delivered,1,agua preta,2017-09-14
delivered,1,agua santa,2017-07-23
delivered,1,agua santa,2018-01-10
delivered,1,aguai,2017-08-18
delivered,1,aguai,2017-10-17
delivered,1,aguai,2017-10-18
delivered,1,aguai,2017-11-15
delivered,1,aguai,2018-01-25
delivered,1,aguai,2018-02-13
delivered,1,aguai,2018-04-08
delivered,1,aguai,2018-05-20
delivered,1,aguai,2018-07-21
shipped,1,aguai,2017-11-09
delivered,1,aguas belas,2017-02-15
delivered,1,aguas belas,2017-08-16
delivered,1,aguas belas,2017-10-22
delivered,1,aguas belas,2017-11-14
delivered,1,aguas belas,2018-02-27
delivered,1,aguas belas,2018-08-15
delivered,1,aguas claras,2018-02-06
delivered,1,aguas da prata,2017-08-28
delivered,2,aguas da prata,2017-09-12
delivered,1,aguas da prata,2018-02-14
delivered,1,aguas da prata,2018-03-24
delivered,1,aguas da prata,2018-04-05
delivered,1,aguas da prata,2018-05-20
delivered,1,aguas da prata,2018-06-17
delivered,1,aguas da prata,2018-06-24
delivered,1,aguas da prata,2018-08-23
delivered,1,aguas de lindoia,2017-02-25
delivered,1,aguas de lindoia,2017-03-14
delivered,1,aguas de lindoia,2017-05-16
delivered,1,aguas de lindoia,2017-05-18
delivered,1,aguas de lindoia,2017-06-14
delivered,2,aguas de lindoia,2017-07-14
delivered,1,aguas de lindoia,2017-12-05
delivered,1,aguas de lindoia,2017-12-18
delivered,1,aguas de lindoia,2018-01-24
delivered,1,aguas de lindoia,2018-02-12
delivered,1,aguas de lindoia,2018-04-03
delivered,1,aguas de lindoia,2018-04-11
delivered,1,aguas de lindoia,2018-04-25
delivered,1,aguas de lindoia,2018-05-03
delivered,1,aguas de lindoia,2018-05-08
delivered,1,aguas de lindoia,2018-05-21
delivered,1,aguas de lindoia,2018-06-10
delivered,1,aguas de lindoia,2018-06-27
delivered,1,aguas de lindoia,2018-07-02
delivered,1,aguas de lindoia,2018-07-18
delivered,1,aguas de lindoia,2018-07-25
unavailable,1,aguas de lindoia,2018-07-10
delivered,1,aguas de santa barbara,2017-02-13
delivered,1,aguas de santa barbara,2018-04-09
delivered,1,aguas de santa barbara,2018-07-28
delivered,1,aguas de sao pedro,2017-07-02
delivered,1,aguas de sao pedro,2018-01-13
unavailable,1,aguas de sao pedro,2017-08-06
delivered,1,aguas formosas,2017-02-17
delivered,1,aguas formosas,2017-05-23
delivered,2,aguas formosas,2018-02-28
delivered,1,aguas formosas,2018-08-23
delivered,1,aguas frias,2018-07-16
delivered,1,aguas lindas de goias,2017-03-31
delivered,1,aguas lindas de goias,2017-07-13
delivered,1,aguas lindas de goias,2017-07-15
delivered,1,aguas lindas de goias,2017-08-16
delivered,1,aguas lindas de goias,2017-09-13
delivered,1,aguas lindas de goias,2017-09-27
delivered,1,aguas lindas de goias,2017-12-19
delivered,1,aguas lindas de goias,2017-12-26
delivered,1,aguas lindas de goias,2018-01-22
delivered,1,aguas lindas de goias,2018-02-03
delivered,1,aguas lindas de goias,2018-02-11
delivered,1,aguas lindas de goias,2018-03-10
delivered,1,aguas lindas de goias,2018-03-11
delivered,1,aguas lindas de goias,2018-04-16
delivered,1,aguas lindas de goias,2018-04-18
delivered,1,aguas lindas de goias,2018-05-03
delivered,2,aguas lindas de goias,2018-05-06
delivered,1,aguas lindas de goias,2018-05-11
delivered,1,aguas lindas de goias,2018-05-17
delivered,1,aguas lindas de goias,2018-07-03
delivered,1,aguas lindas de goias,2018-07-04
delivered,1,aguas lindas de goias,2018-08-01
delivered,1,aguas lindas de goias,2018-08-18
delivered,1,aguas mornas,2018-02-04
delivered,1,aguas vermelhas,2017-12-05
delivered,1,aguas vermelhas,2017-12-13
delivered,1,aguas vermelhas,2018-06-09
delivered,1,agudo,2017-06-19
delivered,1,agudos,2017-06-23
delivered,1,agudos,2017-08-01
delivered,1,agudos,2017-08-25
delivered,1,agudos,2017-10-24
delivered,1,agudos,2017-11-05
delivered,1,agudos,2017-11-19
delivered,1,agudos,2017-11-23
delivered,1,agudos,2017-12-06
delivered,2,agudos,2018-01-16
delivered,1,agudos,2018-04-22
delivered,1,agudos,2018-05-24
delivered,1,agudos,2018-06-15
delivered,1,agudos,2018-06-28
delivered,1,agudos,2018-07-05
delivered,1,agudos,2018-08-05
delivered,1,aguia branca,2018-03-20
shipped,1,aguia branca,2018-07-27
delivered,1,aimores,2017-03-31
delivered,1,aimores,2017-06-24
delivered,1,aimores,2017-09-07
delivered,1,aimores,2017-11-27
delivered,1,aimores,2017-12-01
delivered,1,aimores,2018-01-25
delivered,1,aimores,2018-03-28
delivered,1,aimores,2018-06-01
delivered,1,aimores,2018-07-16
delivered,1,aimores,2018-08-19
delivered,1,aiuaba,2018-08-06
delivered,1,aiuruoca,2017-05-07
delivered,1,aiuruoca,2018-01-13
delivered,1,aiuruoca,2018-01-31
delivered,1,aiuruoca,2018-06-07
delivered,1,ajapi,2017-02-01
delivered,1,ajuricaba,2018-05-01
delivered,1,ajuricaba,2018-05-13
delivered,1,alagoa,2017-09-15
delivered,1,alagoa grande,2017-11-18
delivered,1,alagoa nova,2018-03-22
delivered,1,alagoinha,2017-10-14
delivered,1,alagoinha,2017-12-19
delivered,1,alagoinhas,2017-02-02
delivered,1,alagoinhas,2017-02-05
delivered,1,alagoinhas,2017-02-13
delivered,1,alagoinhas,2017-04-26
delivered,1,alagoinhas,2017-06-15
delivered,1,alagoinhas,2017-07-01
delivered,1,alagoinhas,2017-07-11
delivered,1,alagoinhas,2017-07-21
delivered,1,alagoinhas,2017-08-02
delivered,1,alagoinhas,2017-08-14
delivered,1,alagoinhas,2017-08-26
delivered,1,alagoinhas,2017-08-27
delivered,1,alagoinhas,2017-09-20
delivered,1,alagoinhas,2017-10-25
delivered,1,alagoinhas,2017-11-25
delivered,1,alagoinhas,2017-12-02
delivered,1,alagoinhas,2017-12-04
delivered,1,alagoinhas,2018-01-26
delivered,1,alagoinhas,2018-01-28
delivered,2,alagoinhas,2018-03-05
delivered,1,alagoinhas,2018-03-07
delivered,1,alagoinhas,2018-04-04
delivered,1,alagoinhas,2018-05-07
delivered,1,alagoinhas,2018-05-12
delivered,1,alagoinhas,2018-05-14
delivered,1,alagoinhas,2018-05-15
delivered,1,alagoinhas,2018-05-27
delivered,1,alagoinhas,2018-07-03
delivered,1,alagoinhas,2018-07-04
delivered,1,alagoinhas,2018-07-14
delivered,1,alagoinhas,2018-07-27
delivered,1,alagoinhas,2018-07-31
delivered,2,alagoinhas,2018-08-02
delivered,2,alagoinhas,2018-08-03
delivered,1,alagoinhas,2018-08-04
delivered,1,alagoinhas,2018-08-06
delivered,1,alagoinhas,2018-08-21
delivered,1,alambari,2017-06-02
delivered,1,alambari,2018-07-03
delivered,1,alambari,2018-07-24
delivered,1,alcantara,2017-09-14
delivered,1,alcinopolis,2017-05-24
delivered,1,alcinopolis,2018-01-08
delivered,1,alcinopolis,2018-02-13
delivered,1,alcinopolis,2018-06-20
delivered,1,alcinopolis,2018-06-25
delivered,1,alcinopolis,2018-06-26
delivered,1,alcobaca,2017-09-15
delivered,1,alcobaca,2018-03-02
delivered,1,alcobaca,2018-03-28
delivered,1,alcobaca,2018-08-16
delivered,1,alegre,2017-05-16
delivered,1,alegre,2017-06-17
delivered,1,alegre,2017-06-18
delivered,2,alegre,2017-07-24
delivered,1,alegre,2017-08-08
delivered,1,alegre,2017-11-12
delivered,1,alegre,2017-11-26
delivered,1,alegre,2018-01-04
delivered,1,alegre,2018-01-31
delivered,1,alegre,2018-03-11
delivered,1,alegre,2018-03-16
delivered,1,alegre,2018-04-03
delivered,1,alegre,2018-04-30
delivered,1,alegre,2018-06-21
delivered,1,alegre,2018-06-26
delivered,1,alegre,2018-07-17
canceled,1,alegrete,2017-05-27
delivered,1,alegrete,2017-03-22
delivered,1,alegrete,2017-05-04
delivered,1,alegrete,2017-05-25
delivered,1,alegrete,2017-05-27
delivered,1,alegrete,2017-06-19
delivered,1,alegrete,2017-07-15
delivered,1,alegrete,2017-07-29
delivered,1,alegrete,2017-08-09
delivered,1,alegrete,2017-09-08
delivered,1,alegrete,2017-11-22
delivered,1,alegrete,2017-11-24
delivered,1,alegrete,2017-11-26
delivered,1,alegrete,2017-11-29
delivered,1,alegrete,2017-12-11
delivered,1,alegrete,2017-12-26
delivered,1,alegrete,2018-01-18
delivered,1,alegrete,2018-02-26
delivered,2,alegrete,2018-03-01
delivered,1,alegrete,2018-03-27
delivered,1,alegrete,2018-03-28
delivered,1,alegrete,2018-04-04
delivered,1,alegrete,2018-04-05
delivered,2,alegrete,2018-05-04
delivered,1,alegrete,2018-05-16
delivered,1,alegrete,2018-06-01
delivered,1,alegrete,2018-06-08
delivered,1,alegrete,2018-06-09
delivered,1,alegrete,2018-07-18
delivered,2,alegrete,2018-07-20
delivered,1,alegrete,2018-07-23
delivered,1,alegrete,2018-07-24
delivered,1,alegrete,2018-08-20
delivered,1,alegrete do piaui,2018-03-18
delivered,1,alegria,2018-08-02
delivered,1,alem paraiba,2016-10-04
delivered,1,alem paraiba,2017-02-07
delivered,1,alem paraiba,2017-02-21
delivered,1,alem paraiba,2017-03-04
delivered,1,alem paraiba,2017-04-28
delivered,1,alem paraiba,2017-06-10
delivered,1,alem paraiba,2017-08-09
delivered,1,alem paraiba,2017-09-12
delivered,1,alem paraiba,2017-10-11
delivered,1,alem paraiba,2017-10-12
delivered,1,alem paraiba,2017-11-19
delivered,1,alem paraiba,2017-11-22
delivered,1,alem paraiba,2017-12-08
delivered,1,alem paraiba,2017-12-30
delivered,1,alem paraiba,2018-01-17
delivered,1,alem paraiba,2018-03-07
delivered,1,alem paraiba,2018-03-23
delivered,1,alem paraiba,2018-04-01
delivered,1,alem paraiba,2018-05-02
delivered,1,alem paraiba,2018-05-08
delivered,1,alem paraiba,2018-05-21
delivered,1,alem paraiba,2018-05-29
delivered,1,alem paraiba,2018-06-04
delivered,1,alem paraiba,2018-06-18
delivered,1,alem paraiba,2018-07-03
delivered,1,alem paraiba,2018-07-16
delivered,1,alem paraiba,2018-07-25
delivered,1,alem paraiba,2018-08-12
unavailable,1,alem paraiba,2018-02-26
delivered,1,alexandra,2018-07-21
delivered,1,alexandria,2017-07-20
delivered,1,alexandria,2018-06-04
delivered,1,alexandrita,2017-09-21
delivered,1,alexania,2017-03-09
delivered,1,alexania,2017-07-18
delivered,1,alexania,2018-01-29
delivered,1,alexania,2018-02-25
delivered,1,alexania,2018-06-09
delivered,1,alfenas,2017-04-04
delivered,1,alfenas,2017-04-20
delivered,1,alfenas,2017-04-30
delivered,1,alfenas,2017-05-15
delivered,1,alfenas,2017-07-31
delivered,1,alfenas,2017-08-13
delivered,1,alfenas,2017-09-02
delivered,1,alfenas,2017-09-12
delivered,2,alfenas,2017-09-20
delivered,1,alfenas,2017-09-28
delivered,1,alfenas,2017-11-04
delivered,1,alfenas,2017-11-05
delivered,1,alfenas,2017-11-08
delivered,1,alfenas,2017-11-09
delivered,1,alfenas,2017-12-04
delivered,1,alfenas,2017-12-16
delivered,1,alfenas,2017-12-20
delivered,1,alfenas,2017-12-28
delivered,1,alfenas,2018-01-11
delivered,1,alfenas,2018-01-26
delivered,1,alfenas,2018-01-31
delivered,1,alfenas,2018-02-08
delivered,1,alfenas,2018-02-12
delivered,1,alfenas,2018-03-06
delivered,1,alfenas,2018-03-08
delivered,2,alfenas,2018-03-13
delivered,1,alfenas,2018-04-17
delivered,1,alfenas,2018-04-24
delivered,1,alfenas,2018-05-17
delivered,1,alfenas,2018-05-20
delivered,1,alfenas,2018-05-21
delivered,1,alfenas,2018-06-03
delivered,1,alfenas,2018-06-04
delivered,1,alfenas,2018-06-14
delivered,1,alfenas,2018-06-21
delivered,1,alfenas,2018-07-07
delivered,1,alfenas,2018-07-15
delivered,1,alfenas,2018-07-20
delivered,1,alfenas,2018-07-28
delivered,1,alfenas,2018-08-14
delivered,1,alfenas,2018-08-16
delivered,1,alfredo chaves,2017-08-30
delivered,1,alfredo chaves,2017-11-20
delivered,1,alfredo chaves,2018-02-09
delivered,1,alfredo chaves,2018-02-27
delivered,1,alfredo chaves,2018-05-22
delivered,1,alfredo chaves,2018-06-03
delivered,1,alfredo chaves,2018-08-16
delivered,1,alfredo marcondes,2018-03-04
delivered,1,alfredo vasconcelos,2017-02-28
delivered,1,alfredo vasconcelos,2017-03-09
delivered,1,alfredo vasconcelos,2017-06-23
delivered,1,alfredo wagner,2017-11-23
delivered,1,alfredo wagner,2018-08-20
delivered,1,alhandra,2017-09-06
delivered,1,alhandra,2017-10-01
delivered,1,alianca,2017-03-16
delivered,1,alianca do tocantins,2018-01-08
delivered,1,alianca do tocantins,2018-04-02
delivered,1,almas,2017-04-20
delivered,1,almenara,2017-02-13
delivered,1,almenara,2017-02-23
delivered,1,almenara,2017-03-28
delivered,1,almenara,2017-05-02
delivered,1,almenara,2017-05-06
delivered,1,almenara,2017-05-19
delivered,1,almenara,2017-10-10
delivered,1,almenara,2017-11-24
delivered,1,almenara,2018-01-31
delivered,1,almenara,2018-02-02
delivered,1,almenara,2018-02-24
delivered,1,almenara,2018-03-10
delivered,1,almenara,2018-08-10
delivered,1,almenara,2018-08-18
delivered,1,almino afonso,2017-10-16
delivered,1,almirante tamandare,2017-02-04
delivered,1,almirante tamandare,2017-02-05
delivered,1,almirante tamandare,2017-03-27
delivered,1,almirante tamandare,2017-06-03
delivered,1,almirante tamandare,2017-06-19
delivered,1,almirante tamandare,2017-07-18
delivered,1,almirante tamandare,2017-07-21
delivered,1,almirante tamandare,2017-07-22
delivered,1,almirante tamandare,2017-07-25
delivered,1,almirante tamandare,2017-08-22
delivered,1,almirante tamandare,2017-08-25
delivered,1,almirante tamandare,2017-09-15
delivered,1,almirante tamandare,2017-10-17
delivered,1,almirante tamandare,2017-10-20
delivered,1,almirante tamandare,2017-11-19
delivered,1,almirante tamandare,2017-11-20
delivered,1,almirante tamandare,2017-12-02
delivered,1,almirante tamandare,2017-12-05
delivered,1,almirante tamandare,2017-12-16
delivered,1,almirante tamandare,2018-01-06
delivered,1,almirante tamandare,2018-01-10
delivered,1,almirante tamandare,2018-01-20
delivered,1,almirante tamandare,2018-01-25
delivered,1,almirante tamandare,2018-02-15
delivered,1,almirante tamandare,2018-03-07
delivered,1,almirante tamandare,2018-03-15
delivered,1,almirante tamandare,2018-04-21
delivered,1,almirante tamandare,2018-04-25
delivered,1,almirante tamandare,2018-05-16
delivered,1,almirante tamandare,2018-05-21
delivered,1,almirante tamandare,2018-05-28
delivered,1,almirante tamandare,2018-07-16
delivered,1,almirante tamandare,2018-07-29
delivered,1,almirante tamandare,2018-07-30
delivered,1,almirante tamandare,2018-08-07
delivered,1,almirante tamandare do sul,2017-09-27
delivered,1,alpercata,2017-09-26
delivered,1,alpercata,2018-04-26
delivered,1,alpestre,2018-02-22
delivered,1,alpinopolis,2017-01-22
delivered,1,alpinopolis,2017-02-01
delivered,1,alpinopolis,2017-07-24
delivered,1,alpinopolis,2017-12-19
delivered,1,alpinopolis,2018-03-20
delivered,1,alpinopolis,2018-05-05
delivered,1,alpinopolis,2018-07-16
delivered,1,alta floresta,2017-02-06
delivered,1,alta floresta,2017-03-15
delivered,1,alta floresta,2017-08-24
delivered,1,alta floresta,2017-09-25
delivered,1,alta floresta,2017-09-27
delivered,1,alta floresta,2017-10-13
delivered,1,alta floresta,2017-11-03
delivered,1,alta floresta,2018-01-08
delivered,1,alta floresta,2018-01-14
delivered,1,alta floresta,2018-01-20
delivered,1,alta floresta,2018-01-25
delivered,1,alta floresta,2018-04-14
delivered,1,alta floresta d'oeste,2017-06-03
delivered,1,alta floresta d'oeste,2018-01-29
delivered,1,alta floresta d'oeste,2018-05-22
delivered,1,altamira,2017-02-06
delivered,1,altamira,2017-03-23
delivered,1,altamira,2017-04-22
delivered,1,altamira,2017-05-23
delivered,1,altamira,2017-07-13
delivered,1,altamira,2017-08-25
delivered,1,altamira,2017-11-02
delivered,1,altamira,2017-11-23
delivered,1,altamira,2017-12-06
delivered,1,altamira,2017-12-15
delivered,1,altamira,2018-01-23
delivered,1,altamira,2018-02-04
delivered,1,altamira,2018-03-06
delivered,1,altamira,2018-03-12
delivered,1,altamira,2018-03-14
delivered,1,altamira,2018-03-15
delivered,1,altamira,2018-04-07
delivered,1,altamira,2018-04-17
delivered,2,altamira,2018-04-25
delivered,1,altamira,2018-05-20
delivered,1,altamira,2018-06-07
delivered,1,altamira,2018-06-10
delivered,1,altamira,2018-07-17
delivered,1,altamira,2018-08-01
delivered,1,altamira do parana,2018-04-15
delivered,1,altamira do parana,2018-05-30
delivered,1,altaneira,2017-07-12
delivered,1,altaneira,2018-06-10
delivered,1,alterosa,2017-12-22
delivered,1,alterosa,2018-01-09
delivered,1,alterosa,2018-06-16
delivered,1,altinho,2018-06-27
shipped,1,altinho,2018-02-18
delivered,1,altinopolis,2017-03-10
delivered,1,altinopolis,2017-04-05
delivered,1,altinopolis,2018-03-08
delivered,1,altinopolis,2018-05-14
delivered,1,alto alegre,2017-07-13
delivered,1,alto alegre,2017-11-24
delivered,1,alto alegre,2018-01-15
delivered,1,alto alegre do iguacu,2018-04-01
delivered,1,alto alegre do iguacu,2018-04-08
delivered,1,alto alegre do maranhao,2018-02-17
delivered,1,alto alegre do pindare,2017-10-22
delivered,1,alto araguaia,2017-06-19
delivered,1,alto araguaia,2017-08-25
delivered,1,alto araguaia,2017-09-13
delivered,1,alto araguaia,2017-12-01
delivered,1,alto araguaia,2017-12-11
unavailable,1,alto bela vista,2017-05-07
delivered,1,alto boa vista,2017-06-02
delivered,1,alto boa vista,2017-07-31
delivered,2,alto boa vista,2017-08-16
delivered,1,alto boa vista,2018-07-23
delivered,1,alto caparao,2017-09-18
delivered,1,alto caparao,2018-03-14
delivered,1,alto do rodrigues,2017-02-19
delivered,1,alto do rodrigues,2017-05-22
delivered,1,alto do rodrigues,2017-07-25
delivered,1,alto do rodrigues,2017-09-14
delivered,1,alto do rodrigues,2017-09-29
delivered,1,alto do rodrigues,2017-10-30
delivered,1,alto do rodrigues,2017-12-22
delivered,1,alto do rodrigues,2018-04-13
delivered,1,alto garcas,2018-03-21
delivered,1,alto garcas,2018-08-04
delivered,1,alto horizonte,2017-05-04
delivered,1,alto horizonte,2017-11-25
delivered,1,alto jequitiba,2017-09-07
delivered,1,alto jequitiba,2017-12-09
delivered,1,alto jequitiba,2018-08-06
unavailable,1,alto jequitiba,2017-05-25
delivered,1,alto paraiso,2017-08-29
delivered,1,alto paraiso,2017-10-23
delivered,1,alto paraiso de goias,2017-06-07
delivered,1,alto paraiso de goias,2017-06-24
delivered,1,alto paraiso de goias,2018-01-30
delivered,1,alto paraiso de goias,2018-02-04
delivered,1,alto paraiso de goias,2018-02-09
delivered,1,alto paraiso de goias,2018-03-10
delivered,1,alto paraiso de goias,2018-03-17
delivered,1,alto paraiso de goias,2018-03-20
delivered,1,alto paraiso de goias,2018-06-22
delivered,1,alto parana,2017-10-15
delivered,1,alto parana,2018-01-13
delivered,1,alto parnaiba,2017-04-20
delivered,1,alto parnaiba,2017-04-27
delivered,1,alto parnaiba,2017-09-10
delivered,1,alto parnaiba,2017-09-21
delivered,1,alto parnaiba,2018-01-03
delivered,1,alto piquiri,2018-01-30
delivered,1,alto rio doce,2017-10-23
delivered,1,alto rio doce,2017-11-13
delivered,1,alto rio doce,2018-03-25
delivered,1,alto rio doce,2018-05-15
delivered,1,alto rio novo,2018-06-08
delivered,1,alto rio novo,2018-06-24
delivered,1,alto santo,2018-01-05
delivered,1,alto santo,2018-04-21
delivered,1,alto santo,2018-08-03
delivered,1,alto sao joao,2018-03-16
delivered,1,alto taquari,2018-02-07
delivered,1,alto taquari,2018-04-23
delivered,1,alto taquari,2018-05-08
delivered,1,altonia,2017-08-26
delivered,1,altonia,2017-11-01
delivered,1,altonia,2018-03-06
delivered,1,altos,2017-07-19
delivered,1,altos,2017-08-15
delivered,1,altos,2017-08-19
delivered,1,altos,2018-01-09
delivered,1,altos,2018-01-11
delivered,1,aluminio,2017-03-02
delivered,1,aluminio,2017-03-29
delivered,1,aluminio,2017-04-25
delivered,1,aluminio,2017-06-01
delivered,1,aluminio,2017-06-29
delivered,1,aluminio,2017-10-14
delivered,1,aluminio,2018-02-12
delivered,1,aluminio,2018-03-07
